X,Y,OBJECTID,FIRE_ID,ASMNT_TYPE,PRE_ID,POST_ID,NODATA_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,LATITUDE,LONGITUDE,FIRE_TYPE,FIRE_NAME,GREENNESS_THRESHOLD,IG_DATE,ACRES,IRWINID,MAP_ID,MAP_PROG,PERIM_ID,DNBR_OFFST,DNBR_STDDV,COMMENTS
-84.9204627982497,30.2474697785399,24801,FL3024808492320180219,Initial,A16RFU20180206_30m,B16RFU20180303_30m,-970,100,9999,9999,30.245,-84.925,Prescribed Fire,UNNAMED,-150,2018/02/19 00:00:00+00,5311,,10014001,MTBS,,66,28,
-84.8763195171013,30.2576627202202,24802,FL3025708487920180220,Initial,A16RFU20180130_30m,B16RFU20180303_30m,-970,105,9999,9999,30.252,-84.872,Prescribed Fire,UNNAMED,-150,2018/02/20 00:00:00+00,5003,,10014002,MTBS,,54,21,
-84.9963430016081,30.2663012644866,24803,FL3026508499720180201,Initial,A16RFU20180130_30m,A16RFU20180206_30m,-970,30,9999,9999,30.264,-84.994,Prescribed Fire,UNNAMED,-150,2018/02/01 00:00:00+00,2716,,10013932,MTBS,,6,15,
-82.3778483375466,30.2714950318266,24804,FL3027108237720180417,Initial,A17RLP20180308_30m,A17RLP20180417_30m,-970,25,9999,9999,30.269,-82.377,Unknown,UNNAMED,-150,2018/04/17 00:00:00+00,2035,,10014321,MTBS,,1,28,Reviewed and edited mask. 10/02/2020 WR
-82.4978527596094,30.2783360808611,24805,FL3027808249720180417,Initial,A17RLP20180308_30m,A17RLP20180417_30m,-970,10,9999,9999,30.277,-82.5,Unknown,UNNAMED,-150,2018/04/17 00:00:00+00,1224,,10014318,MTBS,,-27,22,
-84.4741272803129,30.2796327425834,24806,FL3028108446820180115,Initial,801803920170131,801803920180118,-970,60,9999,9999,30.281,-84.471,Prescribed Fire,UNNAMED,-150,2018/01/15 00:00:00+00,2826,,10013801,MTBS,,46,17,
-82.5623412946648,30.2877129801228,24807,FL3029208256220180303,Initial,B17RLP20171213_30m,B17RLP20180303_30m,-970,95,9999,9999,30.288,-82.566,Unknown,UNNAMED,-150,2018/03/03 00:00:00+00,8334,,10014311,MTBS,,64,16,
-82.3814292924183,30.2926943186442,24808,FL3029408238020180303,Initial,B17RLP20171213_30m,A17RLP20180308_30m,-970,100,9999,9999,30.292,-82.379,Unknown,UNNAMED,-150,2018/03/03 00:00:00+00,1673,,10014277,MTBS,,73,28,
-82.4206259368711,30.2948473429827,24809,FL3029908241920180427,Initial,A17RLP20180417_30m,B17RLP20180429_30m,-970,70,9999,9999,30.299,-82.425,Unknown,UNNAMED,-150,2018/04/27 00:00:00+00,5537,,10014325,MTBS,,26,15,
-82.3827925287935,30.3175829703818,24810,FL3030608235920180119,Initial,A17RLP20180104_30m,A17RLP20180124_30m,-970,75,9999,9999,30.319,-82.383,Prescribed Fire,UNNAMED,-150,2018/01/19 00:00:00+00,1318,,10014239,MTBS,,33,14,
-82.578613753303,30.3111295960682,24811,FL3031508257820180427,Initial,A17RLP20180417_30m,B17RLP20180429_30m,-970,50,9999,9999,30.312,-82.579,Unknown,UNNAMED,-150,2018/04/27 00:00:00+00,2069,,10014326,MTBS,,29,20,
-84.4864919575053,30.3204025465135,24812,FL3031708449020180427,Initial,A16RGU20180417_30m,B16RGU20180502_30m,-970,20,430,9999,30.32,-84.485,Prescribed Fire,UNNAMED,-150,2018/04/27 00:00:00+00,2072,,10013783,MTBS,,-31,14,Reviewed and edited mask. 10/02/2020 WR
-84.409931215129,30.3325667266418,24813,FL3033408440820180227,Initial,801803920180203,801803920180307,-970,80,9999,9999,30.331,-84.412,Prescribed Fire,UNNAMED,-150,2018/02/27 00:00:00+00,1869,,10013784,MTBS,,52,14,
-84.6357973329025,30.339455250264,24814,FL3033408463320180324,Initial,B16RGU20180313_30m,A16RGU20180417_30m,-970,25,9999,9999,30.338,-84.635,Prescribed Fire,UNNAMED,-150,2018/03/24 00:00:00+00,2234,,10013808,MTBS,,-43,21,
-84.6738388575598,30.3347307360145,24815,FL3033608467820180114,Initial,801803920180102,801803920180118,-970,45,9999,9999,30.334,-84.675,Prescribed Fire,UNNAMED,-150,2018/01/14 00:00:00+00,1345,,10013805,MTBS,,11,15,
-84.4506175715497,30.3520243568329,24816,FL3033808442820180309,Initial,B16RGU20180303_30m,A16RGU20180417_30m,-970,40,420,9999,30.35,-84.451,Wildfire,CLEAR LAKE,-150,2018/03/09 00:00:00+00,5326,19A02BD1-8E70-4E7B-B409-7DCF65654484,10013782,MTBS,,23,22,
-84.3717485842715,30.3339371161269,24817,FL3034408437120180130,Initial,801803920180118,801803920180203,-970,70,9999,9999,30.333,-84.374,Prescribed Fire,UNNAMED,-150,2018/01/30 00:00:00+00,649,,10013786,MTBS,,23,15,
-84.5925804798793,30.3469698933088,24818,FL3034708459220180425,Initial,A16RGU20180417_30m,A16RGU20180507_30m,-970,10,480,685,30.348,-84.593,Prescribed Fire,UNNAMED,-150,2018/04/25 00:00:00+00,2005,,10013814,MTBS,,-21,17,Burn scar to the East mapped under it's own ID.
-82.4558929511794,30.3476150791771,24819,FL3034908246420180417,Initial,A17RLP20180308_30m,A17RLP20180417_30m,-970,10,9999,9999,30.35,-82.452,Unknown,UNNAMED,-150,2018/04/17 00:00:00+00,3919,,10014319,MTBS,,-27,22,
-84.5509131113148,30.3549935464221,24820,FL3035408455520180425,Initial,A16RGU20180417_30m,A16RGU20180507_30m,-970,10,480,9999,30.358,-84.551,Prescribed Fire,UNNAMED,-150,2018/04/25 00:00:00+00,2987,,10013816,MTBS,,-21,17,
-82.3810043305048,30.3740499275346,24821,FL3037208237120180417,Initial,A17RLP20180308_30m,A17RLP20180417_30m,-970,-10,9999,9999,30.374,-82.376,Unknown,UNNAMED,-150,2018/04/17 00:00:00+00,2660,,10014322,MTBS,,-48,44,
-84.6091187158255,30.3768657276105,24822,FL3037508461220180124,Initial,801803920170131,801803920180203,-970,110,9999,9999,30.373,-84.608,Prescribed Fire,UNNAMED,-150,2018/01/24 00:00:00+00,2139,,10013807,MTBS,,81,21,
-84.4554278212888,30.3853478072863,24823,FL3038708445420180323,Initial,B16RGU20180313_30m,A16RGU20180417_30m,-970,30,410,650,30.386,-84.453,Prescribed Fire,UNNAMED,-150,2018/03/23 00:00:00+00,2399,,10013798,MTBS,,-3,21,
-82.3732480911207,30.3959185138354,24824,FL3039708237420180303,Initial,B17RLP20171213_30m,B17RLP20180303_30m,-970,100,9999,9999,30.395,-82.374,Unknown,UNNAMED,-150,2018/03/03 00:00:00+00,3337,,10014314,MTBS,,96,15,
-82.3079864228656,30.413205793787,24825,FL3039808230620180303,Initial,B17RLP20171213_30m,B17RLP20180303_30m,-970,95,9999,9999,30.416,-82.311,Unknown,UNNAMED,-150,2018/03/03 00:00:00+00,2529,,10014315,MTBS,,73,14,
-82.3270223667347,30.3966405863794,24826,FL3040108231820180427,Initial,A17RLP20180417_30m,B17RLP20180429_30m,-970,60,9999,9999,30.393,-82.33,Unknown,UNNAMED,-150,2018/04/27 00:00:00+00,2031,,10014327,MTBS,,19,18,
-82.2610238952359,30.4133478382183,24827,FL3040708225520180303,Initial,B17RLP20171213_30m,B17RLP20180303_30m,-970,105,9999,9999,30.409,-82.263,Unknown,UNNAMED,-150,2018/03/03 00:00:00+00,935,,10014316,MTBS,,73,14,Reviewed and edited mask. 10/02/2020 WR
-84.4912144036542,30.4131460925184,24828,FL3041308449220180302,Initial,A16RGU20180206_30m,B16RGU20180313_30m,-970,90,9999,9999,30.414,-84.492,Prescribed Fire,UNNAMED,-150,2018/03/02 00:00:00+00,4091,,10013799,MTBS,,50,16,
-82.3721288975483,30.414879157263,24829,FL3041808235520180119,Initial,A17RLP20180104_30m,B17RLP20180119_30m,-970,35,9999,9999,30.415,-82.377,Unknown,UNNAMED,-150,2018/01/19 00:00:00+00,3025,,10014312,MTBS,,30,15,
-84.3894093629263,30.4220168856844,24830,FL3042408439620180118,Initial,801803920180102,801803920180203,-970,85,9999,9999,30.419,-84.393,Prescribed Fire,UNNAMED,-150,2018/01/18 00:00:00+00,943,,10013802,MTBS,,38,12,
-86.789720730819,30.474872628971,24831,FL3047008679020180504,Initial,B16REU20180425_30m,A16REU20180510_30m,-970,45,9999,9999,30.473,-86.795,Wildfire,STORM TROOPER WF,-150,2018/05/04 00:00:00+00,1235,B8AF88F6-0C1E-49A1-A2F1-90ACD4A32F92,10014923,MTBS,,4,22,
-86.8381958883735,30.4974018594326,24832,FL3049108684320180129,Initial,B16REU20180125_30m,A16REU20180219_30m,-970,50,9999,9999,30.499,-86.839,Wildfire,MIDNIGHT,-150,2018/01/29 00:00:00+00,869,3491B9B9-D67C-4B5A-A72B-021772BE5EBF,10014922,MTBS,,22,11,
-86.8197686306795,30.5315888466423,24833,FL3053308682520180219,Initial,B16REU20180125_30m,A16REU20180219_30m,-970,45,9999,9999,30.531,-86.82,Unknown,UNNAMED,-150,2018/02/19 00:00:00+00,1425,,10014924,MTBS,,4,22,
-84.6549909599508,32.4140606494966,24834,GA3239508464820180322,Initial,B16SGA20180316_30m,A16SGA20180328_30m,-970,30,9999,9999,32.418,-84.655,Wildfire,POND ROAD FIRE,-150,2018/03/22 00:00:00+00,738,D570482F-5705-404D-A619-C8D6053276E8,10015184,MTBS,,20,26,
-83.6805386172064,33.0489037965619,24835,GA3305408368920180322,Initial,B17SKS20180313_30m,B17SKS20180402_30m,-970,15,9999,9999,33.045,-83.68,Prescribed Fire,COMPARTMENT 4 5 6 7 8,-150,2018/03/22 00:00:00+00,2386,7997FA90-D3E0-4491-BEF7-CC0EA94FFBE8,10014398,MTBS,,-38,26,
-83.7230924132356,33.0429905777688,24836,GA3307908373220180108,Initial,B17SKS20180102_30m,A17SKS20180206_30m,-970,45,9999,9999,33.042,-83.724,Prescribed Fire,GAPDR-FY18-RX-19S 20N 20S 21A 21B 21X 22A,-150,2018/01/08 00:00:00+00,534,,10014392,MTBS,,3,28,
-83.6916890023412,33.0871356255123,24837,GA3311208367120180110,Initial,B17SKS20180102_30m,A17SKS20180206_30m,-970,45,9999,9999,33.086,-83.694,Prescribed Fire,GAPDR-FY18-RX-25A 25B 25C,-150,2018/01/10 00:00:00+00,1278,,10014393,MTBS,,3,28,
-83.7095782652374,33.1214394483599,24838,GA3315208369020180219,Initial,A17SKS20180206_30m,B17SKS20180313_30m,-970,105,9999,9999,33.122,-83.709,Prescribed Fire,GAPDR-FY18-RX-10B 11A 11B 11C 11X,-150,2018/02/19 00:00:00+00,1803,,10014395,MTBS,,58,26,
-83.5308544389607,33.1520281953576,24839,GA3315308353120180224,Initial,A17SKS20170303_30m,B17SKS20180303_30m,-970,10,9999,9999,33.15,-83.532,Prescribed Fire,COMPARTMENT 126,-150,2018/02/24 00:00:00+00,1005,D0FA1F6B-E232-4B9C-9C2C-30BC11B3DBC8,10014396,MTBS,,-23,41,
-83.7824530563215,33.1609093503708,24840,GA3315508378220180503,Initial,A17SKS20170502_30m,B17SKS20180512_30m,-970,-20,9999,9999,33.161,-83.781,Prescribed Fire,UNNAMED,-150,2018/05/03 00:00:00+00,1005,,10014416,MTBS,,-41,24,
-83.4890211006224,33.1680112803241,24841,GA3316708349920180419,Initial,A17SKS20180417_30m,B17SKS20180502_30m,-970,5,9999,9999,33.167,-83.487,Prescribed Fire,UNNAMED,-150,2018/04/19 00:00:00+00,992,,10014399,MTBS,,-57,21,
-83.4933034071732,33.1941521388744,24842,GA3318508348220180419,Initial,A17SKS20170502_30m,A17SKS20180507_30m,-970,10,9999,9999,33.197,-83.497,Prescribed Fire,UNNAMED,-150,2018/04/19 00:00:00+00,2101,,10014418,MTBS,,-8,16,
-83.4593726395098,33.3566921034722,24843,GA3336408346420180419,Initial,A17SKS20170502_30m,A17SKS20180507_30m,-970,10,9999,9999,33.357,-83.46,Prescribed Fire,UNNAMED,-150,2018/04/19 00:00:00+00,873,,10014422,MTBS,,-13,17,
-83.4143013939732,33.4071158330411,24844,GA3341608341420180317,Initial,B17SKT20180303_30m,A17SKT20180318_30m,-970,35,9999,9999,33.403,-83.412,Prescribed Fire,UNNAMED,-150,2018/03/17 00:00:00+00,1243,,10014424,MTBS,,6,28,
-83.254677401663,33.6441917291931,24845,GA3364508326320180304,Initial,B17SKT20180303_30m,B17SKT20180313_30m,-970,35,9999,9999,33.644,-83.259,Prescribed Fire,UNNAMED,-150,2018/03/04 00:00:00+00,2286,,10014434,MTBS,,1,18,
-83.3447783015397,33.6954149400227,24846,GA3369508334520180314,Initial,B17SKT20180313_30m,A17SKT20180318_30m,-970,40,9999,9999,33.697,-83.344,Prescribed Fire,UNNAMED,-150,2018/03/14 00:00:00+00,595,,10014448,MTBS,,-15,16,
-83.2691295638645,33.7407914715679,24847,GA3373108327920180316,Initial,801803720180307,801803720180323,-970,65,9999,9999,33.742,-83.267,Prescribed Fire,UNNAMED,-150,2018/03/16 00:00:00+00,1365,,10014431,MTBS,,41,20,
-83.2649542534056,33.7553856958725,24848,GA3374908328320180403,Initial (SS),,A17SKT20180417_30m,9999,470,-9999,-9999,33.753,-83.262,Prescribed Fire,UNNAMED,9999,2018/04/03 00:00:00+00,1641,,10014432,MTBS,,-9999,-9999,Fire to the South mapped under its own ID GA3373108327920180316
-83.4128419804071,34.502054637417,24849,GA3450408341420180303,Initial,A17SKU20170303_30m,B17SKU20180313_30m,-970,50,9999,9999,34.504,-83.412,Prescribed Fire,UNNAMED,-150,2018/03/03 00:00:00+00,1356,,10014967,MTBS,,27,22,
-85.2388695569955,34.5436389609843,24850,GA3454708523420180309,Initial,801903620160409,801903620180314,-970,95,400,9999,34.542,-85.239,Prescribed Fire,NARROWS RX,-150,2018/03/09 00:00:00+00,946,6C138CA1-14A9-45FE-A6C8-95ED25CAC4AE,10015132,MTBS,,13,53,higher dnbr values possibly driven by phenology changes from pre -> post
-85.1418003924888,34.5687572240434,24851,GA3456908514020180315,Initial,A16SFD20170316_30m,A16SFD20180331_30m,-970,10,9999,9999,34.57,-85.14,Prescribed Fire,UNNAMED,-150,2018/03/15 00:00:00+00,820,,10015256,MTBS,,13,22,
-85.2294317385668,34.5660894660471,24852,GA3458908524220180309,Initial,801903620160409,801903620180314,-970,75,380,9999,34.567,-85.228,Prescribed Fire,RUFF CREEK,-150,2018/03/09 00:00:00+00,2281,C3B7190A-9E2E-4D45-A7FC-E856F81E3109,10015134,MTBS,,27,50,
-83.6172538611525,34.8446208391335,24853,GA3484508361220180412,Initial,A17SKU20180410_30m,A17SKU20180417_30m,-970,55,9999,9999,34.844,-83.615,Prescribed Fire,UNNAMED,-150,2018/04/12 00:00:00+00,2133,,10014951,MTBS,,13,18,
-84.7055202019369,34.8707550242697,24854,GA3487108470620180413,Initial,A16SGD20180410_30m,A16SGD20180420_30m,-970,-25,9999,9999,34.872,-84.708,Prescribed Fire,BUDDY COVE,-150,2018/04/13 00:00:00+00,831,EEBC55ED-F3B5-494F-8D4D-4660FA12AFCB,10015252,MTBS,,-6,22,
-155.751653178851,19.8821617705711,24855,HI1994015573020180801,Initial,806304620180708,806304620180910,-970,70,9999,9999,19.888,-155.749,Wildfire,HIGHWAY 190 FIRE,-150,2018/08/01 00:00:00+00,15617,5FDC4ED0-F779-4524-9B7F-CB1D45FDF661,10015484,MTBS,,4,9,
-116.382995200568,41.9842776844501,24856,ID4203511639220180716,Initial,804103120180714,804103120180831,-970,75,280,9999,41.981,-116.369,Wildfire,WEST DUCK,-150,2018/07/16 00:00:00+00,11192,28B344B6-850C-4AE5-9DFF-1DE8C9037AFA,10013589,MTBS,,11,6,GeoMac perimeter
-115.625011836036,42.1314625020764,24857,ID4204811559720180724,Initial,804103120170625,804103120180730,-970,110,9999,9999,42.131,-115.624,Wildfire,BRUNEAU,-150,2018/07/24 00:00:00+00,87679,91F5C03E-1DBA-4E0A-ADB0-4AC3571B052D,10010717,MTBS,,14,35,Modified geomac perimeter.
-116.032227776349,42.1673865794417,24858,ID4216511601820180716,Initial,804103120180714,804103120180730,-970,60,340,475,42.164,-116.032,Wildfire,OTTER,-150,2018/07/16 00:00:00+00,2473,0CDD326E-EBC6-4668-A50D-14FCB3273B6B,10010691,MTBS,,-16,6,slight overestimation of moderate due to barren areas.
-113.522907866491,42.1844729979136,24859,ID4218811351720180726,Initial,804003120180707,803903120180801,-970,80,360,540,42.184,-113.523,Wildfire,JIM SAGE,-150,2018/07/26 00:00:00+00,1901,A97E5038-5914-40E5-BFD9-2ED91030301D,10010882,MTBS,,-22,11,
-116.447963321824,42.167205898564,24860,ID4219111649020180716,Initial,804103120180714,804203120180806,-970,40,9999,9999,42.163,-116.444,Wildfire,GARAT,-150,2018/07/16 00:00:00+00,9693,3D3E9BEA-10BD-440F-97F0-F4FD44CAC16D,10010671,MTBS,,25,5,
-113.45046712729,42.2243966510539,24861,ID4223511346220180922,Initial,803903120180918,803903120181020,-970,55,340,575,42.221,-113.446,Wildfire,CONNER,-150,2018/09/22 00:00:00+00,13357,2D4EED08-254D-408A-BBE6-21D78C543D5C,10010917,MTBS,,32,10,Denser vegetation a mix between high severity and unburned classes.
-115.452050755204,42.3471917771933,24862,ID4241811550420180717,Initial,804003120170704,804103120180730,-970,90,9999,9999,42.34,-115.439,Wildfire,WINTER CAMP,-150,2018/07/17 00:00:00+00,29281,0C4F7E61-409B-4318-8A9D-B902B3848677,10010569,MTBS,,35,13,Mapping includes East Fork fire (8500 acre) and Juniper Butte fire (2999 acre). Neither burn scar was visible due to rpevalence of Winter Camp fire burn scar.
-114.794748048411,42.4167560864375,24863,ID4243811478320180716,Initial,804103020180714,804003120180808,-970,35,9999,9999,42.411,-114.796,Wildfire,BERGER BUTTE,-150,2018/07/16 00:00:00+00,3173,AE982BD8-9243-4804-9ED8-6C3CBBF30353,10010827,MTBS,,17,7,
-113.039821950473,42.4827842889757,24864,ID4247711313220180717,Initial,803903120180614,803903120180801,-970,150,380,625,42.483,-113.042,Wildfire,NORTH HEGLAR,-150,2018/07/17 00:00:00+00,2444,639AD0D6-9421-4BB8-8CF6-284E6A1809F2,10010927,MTBS,,26,29,Extended scene burn scar faintly visible in Southern portion of fire.
-115.619582589169,42.4898378009784,24865,ID4251811561720180716,Initial,804103120180714,804103120180831,-970,10,9999,9999,42.491,-115.623,Wildfire,EAST WHITE,-150,2018/07/16 00:00:00+00,3394,2A529BFE-AEF5-49AB-A7EA-55C1115EBAA8,10010885,MTBS,,-21,13,All moderate sverity areas were actually just barren areas with high NBR.
-111.543065856307,42.5943061949767,24866,ID4257811155220180922,Initial,803803020180911,803803020180927,-970,-9999,235,400,42.595,-111.54,Wildfire,8 MILE,-150,2018/09/22 00:00:00+00,1001,CCA61685-C63E-40FA-A5F5-7AEAD66C9051,10011963,MTBS,,-25,16,
-112.977012348232,42.6962703079378,24867,ID4268911299220180609,Initial,803903020170713,803903020180614,-970,70,310,9999,42.698,-112.976,Wildfire,RIM,-150,2018/06/09 00:00:00+00,1012,C3F22769-CBA4-42C1-A835-480550C2C0FF,10011273,MTBS,,2,31,
-115.554176225826,42.7393043687319,24868,ID4275711555220180822,Initial,804103020180815,804103020180916,-970,50,420,9999,42.731,-115.562,Wildfire,POT HOLE,-150,2018/08/22 00:00:00+00,9259,FBB1ABDC-BD80-46F7-9750-74C9DEA5D4C3,10012075,MTBS,,7,6,
-115.62299562872,42.7946412827662,24869,ID4278011563020180906,Initial,804103020180815,804103020180916,-970,40,370,9999,42.795,-115.623,Wildfire,LOVERIDGE,-150,2018/09/06 00:00:00+00,1120,9872CEC0-1B4A-4CCA-A2C6-431FF8F0C5B2,10012024,MTBS,,-28,17,
-114.653184534259,42.813383048518,24870,ID4281911470620180818,Initial,804003020180808,804003020180824,-970,10,9999,9999,42.812,-114.652,Wildfire,NORTH WENDELL,-150,2018/08/18 00:00:00+00,2279,8118F5F9-89F8-420B-B497-E89D43328E26,10011306,MTBS,,-7,15,
-111.947939833733,42.9269700395207,24871,ID4292911199020180813,Extended,803803020180810,803803020190728,-970,-9999,225,465,42.928,-111.948,Wildfire,CHESTERFIELD,-150,2018/08/13 00:00:00+00,2396,E62B8108-069A-402D-A50B-40C7AAED5ADC,10014266,MTBS,,-31,31,
-112.32194631365,42.9606516879416,24872,ID4295711234620180804,Initial,803903020170713,803903020180817,-970,150,525,9999,42.961,-112.323,Wildfire,BIG HORSE,-150,2018/08/04 00:00:00+00,1233,084BDC7F-0F9C-43A6-B32C-CF8282C85438,10011281,MTBS,,10,27,
-114.867360726127,42.9780455792547,24873,ID4297711484720181020,Initial,804003020180925,804003020181027,-970,-9999,9999,9999,42.979,-114.867,Wildfire,TEA KETTLE,-150,2018/10/20 00:00:00+00,2261,7EE8F7E8-65A5-4127-B011-1CC2E2912CB5,10011303,MTBS,,24,45,
-112.302214393964,42.9816045687769,24874,ID4298011230820180816,Initial,803903020170713,803903020180817,-970,80,600,9999,42.981,-112.302,Wildfire,ROSS FORK,-150,2018/08/16 00:00:00+00,2413,82FD4F6F-6890-42BB-A727-46E57642F3D3,10011269,MTBS,,24,19,Shares boundary with Big Horse fire. Delineated both fires as specified by GeoMAC perimeters.
-115.897369220181,43.0088232249345,24875,ID4302611590820180704,Initial,804103020180628,804103020180714,-970,5,9999,9999,43.007,-115.896,Wildfire,FIVE CENT,-150,2018/07/04 00:00:00+00,2446,28520A4E-A673-40FE-8567-FCF6239FB8E8,10010774,MTBS,,-15,6,
-114.718418100792,43.0531759824155,24876,ID4304311477420180717,Initial,804003020170805,804003020180808,-970,70,280,9999,43.055,-114.705,Wildfire,DOG CREEK,-150,2018/07/17 00:00:00+00,16252,55779EC1-353D-4D19-9440-216AD1D1521C,10011277,MTBS,,19,17,
-115.299358189144,43.0608483987636,24877,ID4306211533920180817,Initial,804103020180815,804103020180916,-970,50,480,9999,43.06,-115.3,Wildfire,ALKIE,-150,2018/08/17 00:00:00+00,2112,782AE026-FEA2-4D7E-A091-BD7D8134A386,10012068,MTBS,,21,8,
-113.849533824301,43.1554625966005,24878,ID4316911383020180716,Initial,804003020180707,804003020180808,-970,30,9999,9999,43.155,-113.849,Wildfire,SPUD BUTTE,-150,2018/07/16 00:00:00+00,4079,D7B6F5DC-EEC5-4F23-B102-ABBBE8DC17F1,10011279,MTBS,,22,6,
-115.494329772181,43.1761245599449,24879,ID4319611555020181111,Initial,804103020181018,804103020181119,-970,40,450,9999,43.174,-115.503,Wildfire,TEAPOT,-150,2018/11/11 00:00:00+00,2792,E7A24AF2-08E1-44D2-A5A5-5E3182BAA9BC,10012072,MTBS,,-28,10,
-116.126830412326,43.4221302800489,24880,ID4344911614820180722,Initial,804103020180714,804103020180815,-970,50,230,9999,43.423,-116.127,Wildfire,LEONE,-150,2018/07/22 00:00:00+00,1746,874B8F06-224D-43F4-8A34-29643FDEF088,10012017,MTBS,,11,6,
-114.059257053297,43.538816237576,24881,ID4346711414520180729,Initial,804003020170805,804003020180824,-970,70,330,510,43.532,-114.047,Wildfire,SHARPS,-150,2018/07/29 00:00:00+00,63895,C6F83B30-CD6C-44F7-8977-20964A9D8591,10011311,MTBS,,6,38,
-115.002457572163,43.4836516039761,24882,ID4349011505720180820,Extended,A11TPJ20180728_30m,B11TPJ20190728_30m,-970,70,256,480,43.485,-115.009,Wildfire,STEWART CREEK,-150,2018/08/20 00:00:00+00,6442,5CA72D2F-0561-4973-A848-CB0B399E2822,10014048,MTBS,,-12,48,
-112.081376762759,43.775872434267,24883,ID4377511211520180818,Initial,803903020180817,803903020180902,-970,60,330,9999,43.77,-112.08,Wildfire,ARTESIAN,-150,2018/08/18 00:00:00+00,1989,E3C90149-5E2B-4870-974C-837D46FAC434,10011267,MTBS,,28,6,
-114.603936078338,44.0012873252126,24884,ID4399611463320180818,Extended,804102920180730,804102920190818,-970,70,256,480,44.005,-114.6,Wildfire,BIBLE BACK,-150,2018/08/18 00:00:00+00,3473,D2D2172B-2AFD-488F-94CC-27300D786A04,10012097,MTBS,,-23,30,
-116.148997053562,43.9975391328876,24885,ID4401511615420180725,Initial,804103020180714,804103020180730,-970,70,305,500,43.998,-116.147,Wildfire,MM73 HWY55,-150,2018/07/25 00:00:00+00,4537,F002F401-2A33-4DAC-89A9-C67340C8F09E,10011315,MTBS,,24,16,
-111.992540641606,44.1411670524704,24886,ID4409311186520180726,Initial,803902920180716,803902920180902,-970,100,299,9999,44.137,-112.006,Wildfire,GRASSY RIDGE,-150,2018/07/26 00:00:00+00,106164,250E02F9-BA9C-4534-BB5F-C422908C8FD3,10011355,MTBS,,34,5,
-116.579452690732,44.1544443291497,24887,ID4415711658520180928,Initial,804202920180923,804202920181110,-970,65,380,9999,44.156,-116.578,Wildfire,PADDOCK,-150,2018/09/28 00:00:00+00,1188,55152EF7-4F9A-4F71-BB06-4E1398B95C1B,10012598,MTBS,,-25,27,
-115.171065730221,44.1834328144548,24888,ID4416411519420180825,Extended,804102920180730,804102920190818,-970,60,252,480,44.185,-115.168,Wildfire,WAPITI,-150,2018/08/25 00:00:00+00,4747,FD2BC80D-260B-4D84-90A0-1C2279818F10,10012101,MTBS,,11,27,
-117.149487288909,44.2724495713939,24889,ID4427411715120180716,Initial,804202920170803,804202920180822,-970,50,9999,9999,44.273,-117.147,Wildfire,INDIAN HEAD,-150,2018/07/16 00:00:00+00,1613,C7050897-BA73-4604-830C-29DA4007135B,10012561,MTBS,,38,12,
-112.314914350875,44.3286372418666,24890,ID4430911239820180912,Initial,803902920180902,803902920180918,-970,35,320,9999,44.332,-112.32,Wildfire,INDIAN BUTTE,-150,2018/09/12 00:00:00+00,12897,612CC2A3-B0F4-4423-9FA3-B3DEBA7E95F0,10011351,MTBS,,12,5,
-115.821867830861,44.3310687098477,24891,ID4432111583220180714,Extended,804102920170711,804102920190701,-970,60,252,480,44.331,-115.822,Wildfire,LODGEPOLE,-150,2018/07/14 00:00:00+00,1719,8BA845B4-D2D0-4874-B178-986FFB7708FA,10012079,MTBS,,-4,24,
-117.17116450289,44.4629805707572,24892,ID4447411719020180725,Initial,804202920170803,804202920180822,-970,60,9999,9999,44.463,-117.171,Wildfire,ROCK CREEK,-150,2018/07/25 00:00:00+00,1338,11082103-8669-46BD-BCB2-D5EE3C6ED5B9,10012534,MTBS,,34,19,
-116.8469530286,44.4640026995737,24893,ID4451711685020180725,Initial,804202920170803,804202920180907,-970,90,345,9999,44.464,-116.843,Wildfire,KEITHLY,-150,2018/07/25 00:00:00+00,17588,6517D813-8575-427D-A51F-A86BB550B8C0,10010962,MTBS,,39,10,Small amount of high severity found in stream/riaprian areas.
-115.295630890903,44.5744335970288,24894,ID4456711532320180925,Extended,804102920180730,804102920190818,-970,50,232,450,44.579,-115.302,Wildfire,PROSPECT,-150,2018/09/25 00:00:00+00,6942,18C03586-5148-4F93-8270-76F5B17F3517,10012105,MTBS,,-15,29,
-117.074520212153,44.5918352323186,24895,ID4458311709720180915,Initial,804202920180907,804202920180923,-970,40,315,9999,44.589,-117.075,Wildfire,MOUNTAIN MAN,-150,2018/09/15 00:00:00+00,1860,24FF34A6-228A-43E3-A376-4B7DED4CF836,10012536,MTBS,,-15,12,
-116.354343552659,44.6555315730037,24896,ID4467611644820180726,Initial,804202920170803,804202920180907,-970,95,350,510,44.663,-116.35,Wildfire,MESA,-150,2018/07/26 00:00:00+00,34541,FACBCE36-4BC0-487F-99C2-7F2603435A82,10010960,MTBS,,45,21,"Following year burn scar only visible in higher biomass, high severity areas"
-115.239151267841,44.8380238270454,24897,ID4482311528620180718,Extended,804102920180714,804102920190818,-970,70,304,570,44.838,-115.23,Wildfire,KIWAH,-150,2018/07/18 00:00:00+00,15470,93C57FDF-BBC6-4A00-A527-CF76B06CFDBD,10012087,MTBS,,20,28,Used GeoMAC perimeter from 2018-08-24 with some modifications.
